pedestrianId evacuationTime-PID2
5 Infinity
6 Infinity
19 Infinity
20 Infinity
21 Infinity
22 Infinity
23 Infinity
24 Infinity
25 Infinity
26 Infinity
27 Infinity
28 Infinity
29 Infinity
30 Infinity
31 Infinity
32 Infinity
33 Infinity
34 Infinity
35 Infinity
36 Infinity
37 Infinity
38 Infinity
39 Infinity
40 Infinity
41 Infinity
42 Infinity
43 Infinity
44 Infinity
45 Infinity
46 Infinity
47 Infinity
48 Infinity
49 Infinity
50 Infinity
51 Infinity
