pedestrianId simTime targetId-PID8 groupId-PID9
56 1.551465967911085 2 1
54 1.5535613807157522 2 1
36 1.5547742648297853 2 1
34 1.5581715589518224 2 1
23 1.5589147699100605 2 1
173 1.5630953221465858 4 1
65 1.5635416254614989 2 1
186 1.5655007719351781 4 1
20 1.5656273423879883 2 0
107 1.5660101493936736 4 1
46 1.569591743725052 2 1
16 1.579480849821385 2 0
40 1.5796502563595807 2 1
58 1.588463848586589 2 1
169 1.5903429242348976 4 1
93 1.5967328443680107 2 1
188 1.5988426056501939 4 1
133 1.5995715184328234 4 1
15 1.5998515133094378 2 0
162 1.6086910080278685 4 1
97 1.6087257790439315 2 1
146 1.6104799579047564 4 1
79 1.6130104596993604 2 1
5 1.617140839530214 2 0
35 1.6172126966781586 2 1
60 1.619205305122374 2 1
135 1.6220210952446164 4 1
7 1.6230171887020821 2 0
131 1.6293289087781702 4 1
10 1.6308862799291055 2 0
81 1.6330074133733719 2 1
98 1.6362747332672347 2 1
137 1.637970523127544 4 1
152 1.6424861463104357 4 1
172 1.645306832986875 4 1
175 1.6500742829908692 4 1
50 1.6523480743015482 2 1
2 1.6597427110193679 2 0
182 1.660615234270969 4 1
3 1.6613734081652107 2 0
189 1.6639036604539927 4 1
185 1.6712898681856356 4 1
18 1.6719600503985426 2 0
45 1.6739192719754592 2 1
87 1.6804324008814053 2 1
160 1.680782431497749 4 1
78 1.6814840546295886 2 1
75 1.6855973682320793 2 0
53 1.689528602924494 2 1
90 1.69528468022364 2 1
71 1.6973334285072925 2 1
61 1.6991681225658093 2 1
158 1.7015014663247459 4 1
165 1.7030469747341526 4 1
178 1.7136283994609562 4 1
48 1.7141979983986015 2 1
8 1.7144204714138183 2 0
113 1.7167158848927038 4 1
30 1.7175802965524705 2 1
134 1.7200925611640572 4 1
164 1.7214311323689904 4 1
39 1.723366724702994 2 0
187 1.726228249281967 4 1
125 1.7275527793159684 4 1
118 1.7309898729626387 4 1
25 1.7311323145987634 2 1
144 1.737148771497457 4 1
95 1.7374923752626321 2 1
80 1.7377482472411288 2 0
83 1.7377932381769505 2 1
27 1.740493513784605 2 1
99 1.7424833859420557 2 1
106 1.7475375742419876 4 1
29 1.7480562883917623 2 1
141 1.748120482981089 4 1
108 1.75480707129605 4 1
168 1.7572280736988075 4 1
63 1.7637487556352167 2 1
62 1.7684725232794518 2 1
181 1.7687754714338366 4 1
17 1.7697229623503423 2 0
109 1.7700930113986186 4 1
13 1.7705166968705748 2 0
176 1.7740447738616927 4 1
6 1.775787622939164 2 0
105 1.778848508466491 4 1
32 1.7857263967487298 2 1
76 1.785758400370119 2 1
47 1.787254062713539 2 1
82 1.789453739946624 2 1
122 1.7920102616633757 4 1
179 1.7931675252893395 4 1
85 1.7940079671849025 2 1
11 1.8018975342898875 2 0
69 1.803028979767943 2 1
190 1.8139644662080268 4 1
92 1.8141764734669497 2 1
115 1.817498412242417 4 1
19 1.8211344701763537 2 0
136 1.822045031550212 4 1
151 1.8260100842728373 4 1
64 1.8279756050639218 2 1
132 1.8348453179024578 4 1
192 1.841417837339057 4 1
96 1.8467022912806321 2 0
67 1.8514244768719248 2 1
86 1.8528816514266406 2 1
200 1.8563351258074143 4 1
110 1.8570984828883716 4 1
43 1.8585099446829134 2 1
116 1.8651438269221905 4 1
112 1.8672976910678276 4 1
148 1.8681006980969048 4 1
49 1.8704216095012423 2 1
59 1.8745730821574524 2 0
184 1.8747965902767212 4 1
143 1.877362832933346 4 1
70 1.8795020508823548 2 1
68 1.8796192453333487 2 1
55 1.882817688643566 2 1
121 1.8837531931663865 4 1
101 1.8914591010448996 4 1
126 1.9004807499706533 4 1
73 1.9036091297588924 2 1
156 1.9048182211445 4 1
194 1.905910342389317 4 1
91 1.9061425415304138 2 1
31 1.9064322269658769 2 1
114 1.913835568094979 4 0
117 1.9211254316766722 4 1
163 1.9218749680626745 4 1
84 1.9258455155464267 2 1
155 1.926659350266908 4 1
42 1.928209825995236 2 1
123 1.928974847669313 4 1
37 1.9302843173693005 2 1
170 1.9304606646640587 4 1
26 1.9348444502062396 2 1
41 1.939371031575953 2 1
145 1.9396393902714029 4 1
149 1.9410911215335176 4 1
72 1.9468455606610289 2 1
140 1.9477066279189428 4 1
103 1.947774799432693 4 1
180 1.9546600223326487 4 1
66 1.9550668458662437 2 1
9 1.9552204681468546 2 0
147 1.956015039363817 4 1
57 1.9562527099315026 2 1
119 1.9625851687591822 4 1
129 1.9648453206404883 4 1
197 1.9691558736062555 4 1
77 1.9724187230738364 2 1
157 1.9865440174777365 4 1
88 1.9935675072287862 2 1
51 1.9944914327889172 2 1
22 1.9964800169850327 2 1
171 1.9991391630360353 4 1
111 2.0026409112540566 4 1
21 2.0030588421307556 2 1
195 2.0047880102381286 4 1
102 2.0100227832335857 4 0
12 2.011288391246514 2 0
191 2.01130846622302 4 0
174 2.0166745750478507 4 1
138 2.0208553687578616 4 1
177 2.0211840810434647 4 1
128 2.0245220804007293 4 1
89 2.0352597279340947 2 1
166 2.0354102395958376 4 1
28 2.037135220741427 2 1
14 2.038860608783572 2 0
1 2.039045447725489 2 0
52 2.040368131990837 2 1
198 2.041242692527824 4 1
139 2.042043319042638 4 1
130 2.046594779764929 4 1
74 2.047889632041224 2 1
104 2.0620765847159017 4 1
150 2.0642099200650734 4 1
124 2.0685036620363593 4 1
56 2.0686212905481134 2 1
54 2.0714151742876696 2 1
34 2.07756207860243 2 1
23 2.0785530265467473 2 1
173 2.0841270961954477 4 1
65 2.0847221672819987 2 1
186 2.0873343625802376 4 1
20 2.0875031231839842 2 0
107 2.088013532524898 4 1
4 2.089117138335786 2 0
33 2.10246101228275 2 1
100 2.103993474835984 4 1
24 2.105368681597909 2 0
16 2.1059744664285134 2 0
40 2.1062003418127744 2 1
58 2.117951798115452 2 1
154 2.1181418093754663 4 1
199 2.1183615630191324 2 1
169 2.1204572323131967 4 1
159 2.121952202400347 4 1
120 2.1255674027464018 4 1
93 2.128977125824014 2 1
188 2.1317901408669253 4 1
133 2.1327620245770977 4 1
15 2.1331353510792503 2 0
162 2.144921344037158 4 1
97 2.1449677053919087 2 1
146 2.147306610539675 4 1
127 2.148212754207358 4 1
79 2.1506806129324807 2 1
5 2.1561877860402854 2 0
153 2.1569505629437593 4 1
60 2.158940406829832 2 1
183 2.1605585864720447 4 1
135 2.1626947936594885 4 1
7 2.164022918269443 2 0
144 2.1714359643718213 4 1
10 2.174515039905474 2 0
81 2.1773432178311625 2 1
196 2.1814380391734556 4 1
98 2.181699644356313 2 1
137 2.1839606975033923 4 1
44 2.1842526510514144 2 1
152 2.1899815284139144 4 1
172 2.1937424439825 4 1
94 2.1988948834702065 2 0
175 2.2000990439878256 4 1
50 2.2031307657353976 2 1
193 2.2108774031865375 4 1
2 2.2129902813591573 2 0
182 2.2141536456946254 4 1
3 2.215164544220281 2 0
142 2.2153360207698163 4 1
189 2.218538213938657 4 1
185 2.228386490914181 4 1
18 2.2292800671980566 2 0
45 2.2318923626339457 2 1
47 2.2340675783919237 2 1
161 2.2403461430579212 4 1
87 2.2405765345085404 2 1
167 2.240884023947877 4 1
160 2.241043241996999 4 1
78 2.241978739506118 2 1
75 2.2474631576427724 2 0
11 2.2523719178623596 2 0
53 2.2527048038993254 2 1
90 2.26037957363152 2 1
71 2.2631112380097234 2 1
61 2.2655574967544125 2 1
158 2.2686686217663277 4 1
165 2.2707292996455366 4 1
38 2.2736989029487615 2 1
178 2.284837865947942 4 1
64 2.2849695063299023 2 1
48 2.2855973311981352 2 1
8 2.285893961885091 2 0
113 2.2889545131902715 4 1
30 2.2901070620699606 2 1
134 2.293456748218743 4 1
164 2.2952415098253205 4 1
39 2.297822299603992 2 0
187 2.3016376657092894 4 1
125 2.3034037057546244 4 1
118 2.3079864972835185 4 1
25 2.308176419465018 2 1
95 2.316656500350176 2 1
80 2.3169976629881717 2 0
83 2.317057650902601 2 1
27 2.3206580183794734 2 1
99 2.323311181256074 2 1
106 2.3300500989893167 4 1
29 2.330741717855683 2 1
141 2.330827310641452 4 1
36 2.332161397244678 2 1
49 2.338027011876553 2 1
108 2.3397427617280666 4 1
168 2.3429707649317435 4 1
63 2.3516650075136223 2 1
55 2.3535221108044575 2 1
46 2.354387615587578 2 1
62 2.3579633643726026 2 1
181 2.3583672952451153 4 1
17 2.3596306164671232 2 0
109 2.360124015198158 4 1
13 2.3606889291607662 2 0
176 2.3653930318155902 4 1
6 2.367716830585552 2 0
105 2.3717980112886545 4 1
126 2.3756009374633167 4 1
32 2.3809685289983062 2 1
76 2.381011200493492 2 1
156 2.381022776430625 4 1
122 2.389347015551168 4 1
179 2.3908900337191192 4 1
85 2.392010622913203 2 1
69 2.4040386396905906 2 1
84 2.4073068944330336 2 1
123 2.4112185595866413 4 1
170 2.4130758308300733 4 1
26 2.4185555627577995 2 1
190 2.418619288277369 4 1
92 2.4189019646225995 2 1
115 2.4233312163232226 4 1
35 2.4258190450172377 2 1
19 2.4281792935684714 2 0
136 2.4293933754002826 4 1
151 2.434680112363783 4 1
66 2.4438335573328045 2 1
131 2.4439933631672552 4 1
132 2.4464604238699437 4 1
192 2.455223783118743 4 1
197 2.461444842007819 4 1
96 2.4622697217075094 2 0
77 2.4655234038422953 2 1
67 2.4685659691625665 2 1
86 2.4705088685688543 2 1
110 2.476131310517829 4 1
43 2.4780132595772177 2 1
157 2.4831800218471707 4 1
116 2.486858435896254 4 1
112 2.4897302547571036 4 1
148 2.490800930795873 4 1
51 2.4931142909861466 2 1
22 2.495600021231291 2 1
59 2.4994307762099366 2 0
184 2.4997287870356284 4 1
143 2.503150443911128 4 1
21 2.5038235526634445 2 1
70 2.5060027345098064 2 1
68 2.5061589937777984 2 1
121 2.5116709242218485 4 1
12 2.514110489058142 2 0
191 2.514135582778775 4 0
101 2.521945468059866 4 1
138 2.526069210947327 4 1
177 2.526480101304331 4 1
128 2.5306526005009116 4 1
73 2.53814550634519 2 1
194 2.5412137898524225 4 1
91 2.5415233887072186 2 1
31 2.5419096359545024 2 1
89 2.5440746599176185 2 1
28 2.5464190259267836 2 1
1 2.548806809656861 2 0
52 2.550460164988546 2 1
198 2.55155336565978 4 1
114 2.551780757459972 4 0
139 2.5525541488032975 4 1
130 2.558243474706161 4 1
117 2.561500575568896 4 1
163 2.5624999574168994 4 1
155 2.5688791336892107 4 1
42 2.5709464346603146 2 1
37 2.5737124231590673 2 1
104 2.577595730894877 4 1
200 2.5845026887111215 4 1
124 2.585629577545449 4 1
56 2.585776613185142 2 1
41 2.5858280421012707 2 1
149 2.5881214953780236 4 1
54 2.589268967859587 2 1
72 2.595794080881372 2 1
140 2.5969421705585902 4 1
34 2.5969525982530373 2 1
103 2.5970330659102574 4 1
23 2.598191283183434 2 1
173 2.60515887024431 4 1
144 2.6057231572461856 4 1
65 2.6059027091024984 2 1
180 2.6062133631101982 4 1
9 2.606960624195806 2 0
147 2.6080200524850894 4 1
57 2.6083369465753368 2 1
186 2.609167953225297 4 1
20 2.60937890397998 2 0
107 2.6100169156561224 4 1
119 2.616780225012243 4 1
129 2.6197937608539843 4 1
16 2.6324680830356417 2 0
40 2.632750427265968 2 1
